source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[dissociation method]
TO_H_Braun_010615_160615_AML_G1_L4_6	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_160615_AML_G1_L4_6	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_160615_AML_G1_L4_6.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_160615_AML_G1_L4_6	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_160615_AML_G1_L4_6	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_160615_AML_G1_L4_6.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_210514_080614_AML27_2	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_210514_080614_AML27_2	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_210514_080614_AML27_2.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_210514_080614_AML27_2	Homo sapiens	not applicable	not applicable	1	T_Oellerich_210514_080614_AML27_2	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_210514_080614_AML27_2.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_271113_260314_G2L9_14	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_271113_260314_G2L9_14	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_260314_G2L9_14.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_271113_260314_G2L9_14	Homo sapiens	not applicable	not applicable	1	T_Oellerich_271113_260314_G2L9_14	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_260314_G2L9_14.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_210514_080614_AML27_4	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_210514_080614_AML27_4	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_210514_080614_AML27_4.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_210514_080614_AML27_4	Homo sapiens	not applicable	not applicable	1	T_Oellerich_210514_080614_AML27_4	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_210514_080614_AML27_4.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
H_Lang_300715_210815_AML_74_L1_4	Homo sapiens	blood cell	Acute myeloid leukemia	1	H_Lang_300715_210815_AML_74_L1_4	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	H_Lang_300715_210815_AML_74_L1_4.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_H_Lang_300715_210815_AML_74_L1_4	Homo sapiens	not applicable	not applicable	1	H_Lang_300715_210815_AML_74_L1_4	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	H_Lang_300715_210815_AML_74_L1_4.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_090114_070414_G1L4_13	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_090114_070414_G1L4_13	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_070414_G1L4_13.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_090114_070414_G1L4_13	Homo sapiens	not applicable	not applicable	1	T_Oellerich_090114_070414_G1L4_13	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_070414_G1L4_13.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_240715_AML_68_G6L24_20	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_240715_AML_68_G6L24_20	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_240715_AML_68_G6L24_20.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_240715_AML_68_G6L24_20	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_240715_AML_68_G6L24_20	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_240715_AML_68_G6L24_20.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_310715_AML_72_G7L28_20	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_310715_AML_72_G7L28_20	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_310715_AML_72_G7L28_20.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_310715_AML_72_G7L28_20	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_310715_AML_72_G7L28_20	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_310715_AML_72_G7L28_20.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_290715_AML_70_G6_L26_6	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_290715_AML_70_G6_L26_6	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_290715_AML_70_G6_L26_6.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_290715_AML_70_G6_L26_6	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_290715_AML_70_G6_L26_6	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_290715_AML_70_G6_L26_6.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_310715_AML_72_G7L28_22	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_310715_AML_72_G7L28_22	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_310715_AML_72_G7L28_22.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_310715_AML_72_G7L28_22	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_310715_AML_72_G7L28_22	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_310715_AML_72_G7L28_22.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_310715_AML_72_G7L28_9	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_310715_AML_72_G7L28_9	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_310715_AML_72_G7L28_9.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_310715_AML_72_G7L28_9	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_310715_AML_72_G7L28_9	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_310715_AML_72_G7L28_9.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_290715_AML_70_G6_L26_13	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_290715_AML_70_G6_L26_13	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_290715_AML_70_G6_L26_13.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_290715_AML_70_G6_L26_13	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_290715_AML_70_G6_L26_13	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_290715_AML_70_G6_L26_13.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_120615_AML_G1_L2_2	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_120615_AML_G1_L2_2	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_120615_AML_G1_L2_2.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_120615_AML_G1_L2_2	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_120615_AML_G1_L2_2	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_120615_AML_G1_L2_2.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_120615_AML_G1_L3_2	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_120615_AML_G1_L3_2	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_120615_AML_G1_L3_2.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_120615_AML_G1_L3_2	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_120615_AML_G1_L3_2	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_120615_AML_G1_L3_2.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_271113_210314_G2L8_11	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_271113_210314_G2L8_11	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_210314_G2L8_11.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_271113_210314_G2L8_11	Homo sapiens	not applicable	not applicable	1	T_Oellerich_271113_210314_G2L8_11	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_210314_G2L8_11.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
H_Lang_300715_280815_AML_78_L5_6	Homo sapiens	blood cell	Acute myeloid leukemia	1	H_Lang_300715_280815_AML_78_L5_6	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	H_Lang_300715_280815_AML_78_L5_6.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_H_Lang_300715_280815_AML_78_L5_6	Homo sapiens	not applicable	not applicable	1	H_Lang_300715_280815_AML_78_L5_6	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	H_Lang_300715_280815_AML_78_L5_6.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_Braun_180215_190315_AML_L10_3	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_Braun_180215_190315_AML_L10_3	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_190315_AML_L10_3.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_Braun_180215_190315_AML_L10_3	Homo sapiens	not applicable	not applicable	1	TO_Braun_180215_190315_AML_L10_3	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_190315_AML_L10_3.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_Braun_180215_100315_AML_L8_17	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_Braun_180215_100315_AML_L8_17	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_100315_AML_L8_17.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
